TIPO_AGENTE,NOMBRE_COMERCIAL,RAZON_SOCIAL,ESTADO_AGENTE,DEPARTAMENTO,MUNICIPIO,CODIGO_MUNICIPIO_DANE,LATITUD,LONGITUD
TALLER DE CONVERSION,EURO GNV EXPO,EURO GNV SAS,ACTIVO,ANTIOQUIA,MEDELLIN,05001,6.2466311455,-75.5817718506
TALLER DE CONVERSION,TOTALTEK LTDA,TOTALTEK LTDA,INACTIVO,NORTE DE SANTANDER,SAN JOSE DE CUCUTA,54001,7.9057250023,-72.5081787109
ESTACION DE SERVICIO DE GNCV,EDS GNV  LOS ANDES,MASSER S.A.S.,ACTIVO,VALLE DEL CAUCA,CALI,76001,3.4136860371,-76.5213317871
TALLER DE CONVERSION,GNV ANTIOQUIA,G.N.V. ANTIOQUIA S.A.S.,INACTIVO,ANTIOQUIA,ITAGUI,05360,6.1750788689,-75.6120529175
ESTACION DE SERVICIO DE GNCV,EDS. LA 23 - GASO,PLEXA S.A.S. ESP,INACTIVO,VALLE DEL CAUCA,CALI,76001,3.4136860371,-76.5213317871
ESTACION DE SERVICIO DE GNCV,EDS. LA 23 - GASO,PLEXA S.A.S. ESP,INACTIVO,VALLE DEL CAUCA,CALI,76001,3.4136860371,-76.5213317871
TALLER DE CONVERSION,MOTORGREEN GNC S.A.S.,MOTORGREEN GNC S.A.S.,INACTIVO,VALLE DEL CAUCA,PALMIRA,76520,3.5315439701,-76.2988433838
ESTACION DE SERVICIO DE GNCV,EDS GNV TERPEL RIONEGRO,MASSER S.A.S.,ACTIVO,ANTIOQUIA,RIONEGRO,05615,6.1471481323,-75.3773193359
ESTACION DE SERVICIO DE GNCV,EPM MAYORCA,EMPRESAS PUBLICAS DE MEDELLIN ESP,ACTIVO,ANTIOQUIA,SABANETA,05631,6.1499028206,-75.6154785156
ESTACION DE SERVICIO DE GNCV,EDS RIBERA GNV,MASSER S.A.S.,ACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
DISTRIBUIDOR COMERCIALIZADOR DE GAS,AUTOPISTA SUR,AUTOPISTA SUR S.A.S.,INACTIVO,ANTIOQUIA,ITAGUI,05360,6.1750788689,-75.6120529175
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO LA VIRGEN DE CUMARAL GNCV,DISTRIBUCIONES HERNANDEZ VELASQUEZ LDTA,INACTIVO,META,CUMARAL,50226,4.2700419426,-73.4870529175
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIOS CEVILLAR,HL OPERADORES S.A.S.,ACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
COMERCIALIZADOR DE EQUIPOS,GASOLUTIONS SAS,GASOLUTIONS SAS,INACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
DISTRIBUIDOR COMERCIALIZADOR DE GAS,EDS TERPEL EL LIMONAR -  GNV,CARPE DIEM S.A.S.,INACTIVO,VALLE DEL CAUCA,CALI,76001,3.4136860371,-76.5213317871
ESTACION DE SERVICIO DE GNCV,EDS CRUZ DE MAYO GNV,SOCIEDAD DISTRIBUIDORA DE COMBUSTIBLES LA CRUZ DE MAYO SAS,INACTIVO,SUCRE,SINCELEJO,70001,9.3023223877,-75.3954467773
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO GNV GIRARDOT,MASSER S.A.S.,ACTIVO,CUNDINAMARCA,GIRARDOT,25307,4.3130688667,-74.7982025146
DISTRIBUIDOR COMERCIALIZADOR DE GAS,EDS LA LIBERTAD COTA,MURCIA CONSTRUCCIONES SAS,INACTIVO,CUNDINAMARCA,COTA,25214,4.8125638962,-74.1025695801
ESTACION DE SERVICIO DE GNCV,EDS LAS AMERICAS GNV,MASSER S.A.S.,INACTIVO,VALLE DEL CAUCA,CALI,76001,3.4136860371,-76.5213317871
ESTACION DE SERVICIO DE GNCV,EDS PLAZA ESTACIÓN CARMILENIO,PLAZA ESTACION S.A.S.,INACTIVO,VALLE DEL CAUCA,CALI,76001,3.4136860371,-76.5213317871
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO DISTRACOM CIUDAD VILLAVICENCIO,DISTRACOM S.A.,ACTIVO,META,VILLAVICENCIO,50001,4.1263689995,-73.6226043701
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO TERPEL CARRERA 8A - GNV,ESTACION DE SERVICIO DIAMOND SAS,INACTIVO,VALLE DEL CAUCA,CALI,76001,3.4136860371,-76.5213317871
ESTACION DE SERVICIO DE GNCV,PWR SERVICE,VIDAA S.A.,ACTIVO,VALLE DEL CAUCA,CALI,76001,3.4136860371,-76.5213317871
IMPORTADOR DE VEHICULOS,DERCO COLOMBIA S.A.S,DERCO COLOMBIA S.A.S,INACTIVO,CUNDINAMARCA,CHIA,25175,4.866508007,-74.0500030518
COMERCIALIZADOR DE EQUIPOS,SANAUTOS S.A,SANAUTOS S.A.,INACTIVO,SANTANDER,BUCARAMANGA,68001,7.1164698601,-73.13256073
COMERCIALIZADOR DE EQUIPOS,SANAUTOS S.A,SANAUTOS S.A.,INACTIVO,SANTANDER,BUCARAMANGA,68001,7.1164698601,-73.13256073
DISTRIBUIDOR COMERCIALIZADOR DE GAS,ESTACION DE SERVICIO DIVINO NIÑO,PERSONA NATURAL,INACTIVO,HUILA,SALADOBLANCO,41660,1.9933999777,-76.0447463989
ESTACION DE SERVICIO DE GNCV,SERVICENTRO CALIMAR,ALBERTO CASTILLO Y CIA LTDA,INACTIVO,VALLE DEL CAUCA,BUENAVENTURA,76109,3.8757081032,-77.0107421875
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO EL CAMBIO S.A.S,ESTACION DE SERVICIO EL CAMBIO S.A.S,ACTIVO,VALLE DEL CAUCA,CALI,76001,3.4136860371,-76.5213317871
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO DISTRACOM SAN RAFAEL,DISTRACOM S.A.,ACTIVO,CORDOBA,SAHAGUN,23660,8.9430475235,-75.4458312988
ESTACION DE SERVICIO DE GNCV,EDS SUPER STATION LIBIA ELENA,INVERSIONES FESTIVAL S.A.S.,INACTIVO,CESAR,VALLEDUPAR,20001,10.4604721069,-73.2593994141
ESTACION DE SERVICIO DE GNCV,EDS SUPER STATION LIBIA ELENA,INVERSIONES FESTIVAL S.A.S.,INACTIVO,CESAR,VALLEDUPAR,20001,10.4604721069,-73.2593994141
TALLER DE CONVERSION,SUPERGAS VEHICULAR,SUPERGAS VEHICULAR S.A.S,ACTIVO,VALLE DEL CAUCA,CALI,76001,3.4136860371,-76.5213317871
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO MILENIUM GAS NEIVA,MOVILGAS LTDA.,ACTIVO,HUILA,NEIVA,41001,2.9354319572,-75.2773284912
TALLER DE CONVERSION,GNV ANTIOQUIA SUR SAS,G.N.V. ANTIOQUIA S.A.S.,INACTIVO,ANTIOQUIA,ITAGUI,05360,6.1750788689,-75.6120529175
TALLER DE CONVERSION,VICTOR FELIX CASTILLO MORENO,VICTOR FELIX CASTILLO MORENO,INACTIVO,RISARALDA,PEREIRA,66001,4.8049850464,-75.7197113037
TALLER DE CONVERSION,VICTOR FELIX CASTILLO MORENO,VICTOR FELIX CASTILLO MORENO,INACTIVO,RISARALDA,PEREIRA,66001,4.8049850464,-75.7197113037
TALLER DE CONVERSION,SIMEC GAS,JHON FREDY LANCHEROS CALDERON,ACTIVO,HUILA,NEIVA,41001,2.9354319572,-75.2773284912
TALLER DE CONVERSION,EUROGAS PALMIRA,EUROGAS PALMIRA S.A.S,INACTIVO,VALLE DEL CAUCA,PALMIRA,76520,3.5315439701,-76.2988433838
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO AUTOMOTRIZ SERVICENTRO ESSO CIRCUNVALAR,INVERSIONES LA PONDEROSA S.A.,INACTIVO,ATLANTICO,SOLEDAD,08758,10.9099206924,-74.7860565186
TALLER DE CONVERSION,PITS GNCV,MARTINEZ BERNAL ELIANA MARIA,ACTIVO,CASANARE,YOPAL,85001,5.3271021843,-72.3961334229
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO AUTOMOTRIZ SERVICENTRO ESSO CIRCUNVALAR,INVERSIONES LA PONDEROSA S.A.,INACTIVO,ATLANTICO,SOLEDAD,08758,10.9099206924,-74.7860565186
TALLER DE CONVERSION,GNV MOTOR,GNV MOTOR SAS,INACTIVO,ANTIOQUIA,APARTADO,05045,7.8829679489,-76.6252822876
TALLER DE CONVERSION,ECOGAS DEL VALLE SAS,ECOGAS PALMIRA,INACTIVO,VALLE DEL CAUCA,PALMIRA,76520,3.5315439701,-76.2988433838
ESTACION DE SERVICIO DE GNCV,EDS COESCO PRADO,COESCO COLOMBIA SAS,ACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
TALLER DE CONVERSION,SERVICAR A.J.,JHON CARLOS ALVAREZ,INACTIVO,CORDOBA,SAHAGUN,23660,8.9430475235,-75.4458312988
DISTRIBUIDOR COMERCIALIZADOR DE GAS,EDS TERPEL EL LIMONAR GNV,CARPE DIEM S.A.S.,INACTIVO,VALLE DEL CAUCA,CALI,76001,3.4136860371,-76.5213317871
ESTACION DE SERVICIO DE GNCV,E.D.S. LOS ANGELES,DICOMS SAS,ACTIVO,SUCRE,SINCELEJO,70001,9.3023223877,-75.3954467773
IMPORTADOR DE EQUIPOS,BUSSCAR DE COLOMBIA S.A.S.,BUSSCAR DE COLOMBIA S.A.S.,INACTIVO,RISARALDA,PEREIRA,66001,4.8049850464,-75.7197113037
ESTACION DE SERVICIO DE GNCV,SANTA MARIA DEL MAR S.A.S.,SANTA MARIA DEL MAR S.A.S.,ACTIVO,ATLANTICO,PUERTO COLOMBIA,08573,11.0153217316,-74.8886260986
DISTRIBUIDOR COMERCIALIZADOR DE GAS,DISTRIBUCIONES P-900 H & C LA TERMINAL S.A.S.,DISTRIBUCIONES P-900 H & C LA TERMINAL S.A.S.,INACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO OPES PALERMO,"OPERADORES DE ESTACIONES DE SERVICIO LTDA ""OPES LTDA""",ACTIVO,VALLE DEL CAUCA,CALI,76001,3.4136860371,-76.5213317871
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIOS LAS CEIBAS CALI S.A.S.,ESTACION DE SERVICIOS LAS CEIBAS CALI S.A.S.,ACTIVO,VALLE DEL CAUCA,CALI,76001,3.4136860371,-76.5213317871
DISTRIBUIDOR COMERCIALIZADOR DE GAS,ALCANOS DE COLOMBIA SA ESP,ALCANOS DE COLOMBIA S.A. E.S.P.,ACTIVO,HUILA,NEIVA,41001,2.9354319572,-75.2773284912
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO GAS EL GORDITO,INVERSIONES SISE GARCÍA S.C.A.,INACTIVO,VALLE DEL CAUCA,CALI,76001,3.4136860371,-76.5213317871
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO LIBIA SAS LA 29,ESTACIÓN DE SERVICIO LIBIA S.A.S.,ACTIVO,VALLE DEL CAUCA,CALI,76001,3.4136860371,-76.5213317871
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO EMPRESA DE TRANSPORTES LEBRIJA LTDA,EMPRESA DE TRANSPORTES LEBRIJA LIMITADA,ACTIVO,SANTANDER,LEBRIJA,68406,7.1133508682,-73.2195205688
ESTACION DE SERVICIO DE GNCV,GREPACOL S.A,GRUPO DE EMPRESARIOS DE COMBUSTIBLES S.A.,ACTIVO,VALLE DEL CAUCA,CALI,76001,3.4136860371,-76.5213317871
ESTACION DE SERVICIO DE GNCV,PLAZA ESTACION PANCE,PLAZA ESTACION S.A.S.,INACTIVO,VALLE DEL CAUCA,CALI,76001,3.4136860371,-76.5213317871
COMERCIALIZADOR DE EQUIPOS,BONGAS,COMVELMAR S.A.,ACTIVO,BOLIVAR,CARTAGENA DE INDIAS,13001,10.3851261139,-75.4962692261
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO BUGANVILLA,COMPRESSED NATURAL GAS COLOMBIA S.A.,INACTIVO,BOYACA,SOGAMOSO,15759,5.7239761353,-72.9243545532
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO GNV LA 25,MASSER S.A.S.,ACTIVO,VALLE DEL CAUCA,CALI,76001,3.4136860371,-76.5213317871
ESTACION DE SERVICIO DE GNCV,ISLA DE GAS NATURAL,DRUMMOND LTD.,INACTIVO,CESAR,BOSCONIA,20060,9.9750976562,-73.8887634277
DISTRIBUIDOR COMERCIALIZADOR DE GAS,GNV BRETAÑA,DALHER ASOCIADOS SAS,INACTIVO,VALLE DEL CAUCA,CALI,76001,3.4136860371,-76.5213317871
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIOS DISTRACOM GRANADA,DISTRACOM S.A.,ACTIVO,VALLE DEL CAUCA,CALI,76001,3.4136860371,-76.5213317871
ESTACION DE SERVICIO DE GNCV,EDS LOS CANARIOS,MARTHA CAROLINA RIVEROS VARGAS,ACTIVO,CASANARE,YOPAL,85001,5.3271021843,-72.3961334229
DISTRIBUIDOR COMERCIALIZADOR DE GAS,BOINM INVERSIONES SAS,BOINM - INVERSIONES S.A.S.,INACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
DISTRIBUIDOR COMERCIALIZADOR DE GAS,EDS TERPEL EL LIMONAR,CARPE DIEM S.A.S.,INACTIVO,VALLE DEL CAUCA,CALI,76001,3.4136860371,-76.5213317871
ESTACION DE SERVICIO DE GNCV,EXTRA GAS DE COLOMBIA S.A.S.,EXTRA GAS DE COLOMBIA S.A.S.,INACTIVO,META,VILLAVICENCIO,50001,4.1263689995,-73.6226043701
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO EL MANANTIAL,PLUS OIL S.A,ACTIVO,MAGDALENA,SANTA MARTA,47001,11.2046785355,-74.1998291016
TALLER DE CONVERSION,AUTOGAS MAGANGUE S.A.S.,AUTOGAS MAGANGUE S.A.S.,ACTIVO,BOLIVAR,MAGANGUE,13430,9.2637987137,-74.7667388916
TALLER DE CONVERSION,GNV DEL CARIBE S.A.S.,GNV DEL CARIBE S.A.S.,ACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
ESTACION DE SERVICIO DE GNCV,ESTACIÓN Y LUBRICANTES SAN ANTONIO GNV,ESTACIÓN Y LUBRICANTES SAN ANTONIO GNV S.A.S.,ACTIVO,BOYACA,CHIQUINQUIRA,15176,5.6137900352,-73.8187484741
TALLER DE CONVERSION,VALGAS SAS,VALGAS SAS,INACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
TALLER DE CONVERSION,BIOGAS VEHICULAR,ADRIANA COCUY ESPINOSA,ACTIVO,VALLE DEL CAUCA,CALI,76001,3.4136860371,-76.5213317871
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIOS YARIMA,SERVIYARIMA SAS,INACTIVO,SANTANDER,BARRANCABERMEJA,68081,7.0648570061,-73.8492431641
DISTRIBUIDOR COMERCIALIZADOR DE GAS,ESTACION DE SERVICIO LA VIRGEN,EMPRESA DE ENERGIA DE CASANARE S.A. E.S.P.,INACTIVO,CASANARE,YOPAL,85001,5.3271021843,-72.3961334229
TALLER DE CONVERSION,GNV NORTE SAS,GNV NORTE SAS,ACTIVO,ANTIOQUIA,BELLO,05088,6.3335871696,-75.5552444458
ESTACION DE SERVICIO DE GNCV,MARTIGO AMPARO,ESTACIONES MARTIGO SAS,INACTIVO,BOLIVAR,CARTAGENA DE INDIAS,13001,10.3851261139,-75.4962692261
TALLER DE CONVERSION,TALLER CENTRO GAS MONTERIA,FEDERICO ANTONIO OSORIO MARTINEZ,INACTIVO,CORDOBA,MONTERIA,23001,8.7597894669,-75.8730926514
ESTACION DE SERVICIO DE GNCV,EDS AEROPUERTO BARRANQUILLA GNV,MASSER S.A.S.,ACTIVO,ATLANTICO,MALAMBO,08433,10.8570861816,-74.7769241333
TALLER DE CONVERSION,GNV SUR ITAGUI SAS,GNV SUR ITAGUI SAS,ACTIVO,ANTIOQUIA,ITAGUI,05360,6.1750788689,-75.6120529175
ESTACION DE SERVICIO DE GNCV,EDS MELANY,ALVAREZ TINOCO JOSE RAFAEL,INACTIVO,CUNDINAMARCA,PUERTO SALGAR,25572,5.4654130936,-74.6536941528
COMERCIALIZADOR DE EQUIPOS,TAYRONA AUTOMOTRIZ S.A.S.,TAYRONA AUTOMOTRIZ S.A.S.,INACTIVO,MAGDALENA,SANTA MARTA,47001,11.2046785355,-74.1998291016
TALLER DE CONVERSION,AUTOGAS,AUTOGAS SAS,ACTIVO,RISARALDA,DOSQUEBRADAS,66170,4.8331308365,-75.6753692627
COMERCIALIZADOR DE EQUIPOS,TOMASETTO COLOMBIA S.A.S.,TOMASETTO COLOMBIA S.A.S.,ACTIVO,VALLE DEL CAUCA,CALI,76001,3.4136860371,-76.5213317871
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO ONE - STOP,KREAR INVERSIONES SAS,INACTIVO,VALLE DEL CAUCA,CALI,76001,3.4136860371,-76.5213317871
ESTACION DE SERVICIO DE GNCV,EDS OPES PALERMO,"OPERADORES DE ESTACIONES DE SERVICIO LTDA ""OPES LTDA""",INACTIVO,VALLE DEL CAUCA,CALI,76001,3.4136860371,-76.5213317871
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO GNVC TX 34,DEL RIO GARCÍA JORGE LUIS,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO AUTOMOTRÍZ SOLEDAD,DUAL COMPANY S.A.,INACTIVO,ATLANTICO,SOLEDAD,08758,10.9099206924,-74.7860565186
TALLER DE CONVERSION,MOVIGAS SOGAMOSO,NESTOR LEONARDO ORDUZ MOLANO,INACTIVO,BOYACA,SOGAMOSO,15759,5.7239761353,-72.9243545532
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIOS BUENOS AIRES CERETE,AGRESOTT SOLANO MARIO,INACTIVO,CORDOBA,CERETE,23162,8.8885316849,-75.7960968018
TALLER DE CONVERSION,CLINIGAS COROZAL,CLINIGAS MONTERÍA S.A.S.,INACTIVO,SUCRE,COROZAL,70215,9.3187494278,-75.2930450439
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO LAURELES GAS,LAURELES GAS S.A.S.,ACTIVO,CALDAS,MANIZALES,17001,5.057656765,-75.491027832
DISTRIBUIDOR COMERCIALIZADOR DE GAS,SERVICENTRO LA CEJA,LUIS COSME HENAO,INACTIVO,ANTIOQUIA,LA CEJA,05376,6.0280618668,-75.42943573
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO DISTRACOM LA INDEPENDENCIA,DISTRACOM S.A.,ACTIVO,ANTIOQUIA,ITAGUI,05360,6.1750788689,-75.6120529175
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO ZULY,ARANGO GAVIRIA GUSTAVO,ACTIVO,ANTIOQUIA,MEDELLIN,05001,6.2466311455,-75.5817718506
DISTRIBUIDOR COMERCIALIZADOR DE GAS,EDS EL SAMAN,ESTACIÓN DE SERVICIO HÉROES DE ORIENTE S.A.S.,INACTIVO,VALLE DEL CAUCA,CALI,76001,3.4136860371,-76.5213317871
ESTACION DE SERVICIO DE GNCV,SÚPER ESTACIÓN SINCELEJO,SOCIEDAD COMERCIAL SINCELEJO LIMITADA,ACTIVO,SUCRE,SINCELEJO,70001,9.3023223877,-75.3954467773
ESTACION DE SERVICIO DE GNCV,EDS GAZEL TOSCANA,MASSER S.A.S.,ACTIVO,ANTIOQUIA,MEDELLIN,05001,6.2466311455,-75.5817718506
ESTACION DE SERVICIO DE GNCV,EDS COESCO PUENTE PUMAREJO,COESCO COLOMBIA SAS,INACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
ESTACION DE SERVICIO DE GNCV,EDS PATIO SITP SAN ANDRES,VANTI SA ESP,ACTIVO,CUNDINAMARCA,COTA,25214,4.8125638962,-74.1025695801
ESTACION DE SERVICIO DE GNCV,EDS LA 50 TERPEL GNV,OSOCA ENERGY SAS,ACTIVO,VALLE DEL CAUCA,CALI,76001,3.4136860371,-76.5213317871
ESTACION DE SERVICIO DE GNCV,EDS BRIO BARRIO COLOMBIA,RTA PUNTO TAXI S.A.S.,INACTIVO,BOGOTA D.C.,"BOGOTA, D.C.",11001,4.6492509842,-74.1069946289
ORGANISMO CERTIFICADOR,CERTEZA FUNDACION,CERTEZA FUNDACION,INACTIVO,VALLE DEL CAUCA,CALI,76001,3.4136860371,-76.5213317871
DISTRIBUIDOR COMERCIALIZADOR DE GAS,TERPEL MAYORAL,INVERSIONES FLORENCIA S.A.,INACTIVO,ANTIOQUIA,MEDELLIN,05001,6.2466311455,-75.5817718506
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO EL PARQUE S.A.S.,ESTACION DE SERVICIO EL PARQUE S.A.S.,ACTIVO,ATLANTICO,SOLEDAD,08758,10.9099206924,-74.7860565186
TALLER DE CONVERSION,GASEXPRESS LA 25,GASEXPRESS VEHICULAR S.A.S. EN ACUERDO DE REORGANIZACION,INACTIVO,VALLE DEL CAUCA,CALI,76001,3.4136860371,-76.5213317871
TALLER DE CONVERSION,ENERGAS DE OCCIDENTE S.A.S.,ENERGAS DE OCCIDENTE S.A.S,INACTIVO,VALLE DEL CAUCA,CALI,76001,3.4136860371,-76.5213317871
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO MOBIL LOS ANGELES,DISTRACOM S.A.,ACTIVO,ANTIOQUIA,BELLO,05088,6.3335871696,-75.5552444458
ESTACION DE SERVICIO DE GNCV,EDS ENTRE RÍOS,TBAS. COM S.A.S.,ACTIVO,VALLE DEL CAUCA,TULUA,76834,4.0853991508,-76.1977310181
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO EL MUÑECO,COMBUSTIBLES PALMAR,ACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
DISTRIBUIDOR COMERCIALIZADOR DE GAS,EDS RIOFRIO TERPEL,LORZA TORRES PEDRO ANTONIO,INACTIVO,VALLE DEL CAUCA,RIOFRIO,76616,4.1569080353,-76.2883148193
ESTACION DE SERVICIO DE GNCV,SUPER STATION SAN MARTÍN,COMERCIAL AVANADE S.A.S,ACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
ESTACION DE SERVICIO DE GNCV,E.D.S BOLIVAR,ÁLVAREZ ASCANIO MARLENE,INACTIVO,SANTANDER,BUCARAMANGA,68001,7.1164698601,-73.13256073
TALLER DE CONVERSION,MULTIGAS SOACHA CONVERSIONES A GAS NATURAL,LUZ MARINA PASACHOVA DE RODRIGUEZ,INACTIVO,CUNDINAMARCA,SOACHA,25754,4.5792679787,-74.215461731
ESTACION DE SERVICIO DE GNCV,EDS DE GNCV EL CUNDUY,MAXIGAS FLORENCIA S.A.S.,INACTIVO,CAQUETA,FLORENCIA,18001,1.6181960106,-75.6098327637
DISTRIBUIDOR COMERCIALIZADOR DE GAS,COMERCIALIZADORA INTEGRAL VIAL SAS,COMERCIALIZADORA INTEGRAL VIAL SAS,INACTIVO,VALLE DEL CAUCA,PALMIRA,76520,3.5315439701,-76.2988433838
DISTRIBUIDOR COMERCIALIZADOR DE GAS,E.D.S ZONA T,TOTAL GAS S.A,INACTIVO,VALLE DEL CAUCA,GUADALAJARA DE BUGA,76111,3.9007360935,-76.2989807129
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO DISTRACOM MANGLARES,DISTRACOM S.A.,ACTIVO,VALLE DEL CAUCA,BUENAVENTURA,76109,3.8757081032,-77.0107421875
TALLER DE CONVERSION,YEGO AUTOGLP,PLEXA S.A.S. ESP,ACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
TALLER DE CONVERSION,MOTORGAS DE COLOMBIA,WILSON ALEXANDER SORA PALACIOS,INACTIVO,CUNDINAMARCA,SOACHA,25754,4.5792679787,-74.215461731
TALLER DE CONVERSION,SERVIGAS CARS SAS,SERVIGAS CARS SAS,ACTIVO,SANTANDER,GIRON,68307,7.0704321861,-73.1668319702
ESTACION DE SERVICIO DE GNCV,EDS EL RETORNO GNV,MASSER S.A.S.,INACTIVO,CUNDINAMARCA,SOACHA,25754,4.5792679787,-74.215461731
IMPORTADOR DE EQUIPOS,BUSSCAR DE COLOMBIA S.A.S.,BUSSCAR DE COLOMBIA S.A.S.,INACTIVO,RISARALDA,PEREIRA,66001,4.8049850464,-75.7197113037
IMPORTADOR DE EQUIPOS,BUSSCAR DE COLOMBIA S.A.S.,BUSSCAR DE COLOMBIA S.A.S.,INACTIVO,RISARALDA,PEREIRA,66001,4.8049850464,-75.7197113037
ESTACION DE SERVICIO DE GNCV,ESTACION EDS EL VIVERO,INVERSIONES S.A.,INACTIVO,QUINDIO,ARMENIA,63001,4.5359802246,-75.6807861328
ESTACION DE SERVICIO DE GNCV,E D S AMIGAS JAMUNDÍ,ADMINISTRADORA DE ESTACIONES DE GAS AMIGAS S.A.,INACTIVO,VALLE DEL CAUCA,JAMUNDI,76364,3.2587509155,-76.5384750366
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO VIRGEN DEL CARMEN SAS,ESTACION DE SERVICIO VIRGEN DEL CARMEN S.A.S.,ACTIVO,CORDOBA,MONTERIA,23001,8.7597894669,-75.8730926514
TALLER DE CONVERSION,GNV RIOHACHA,ALBERTO MARIO PARADA SARMIENTO,INACTIVO,LA GUAJIRA,RIOHACHA,44001,11.528588295,-72.9117965698
TALLER DE CONVERSION,CENTRO DE CONVERSION CERTIGAS S.A.S,CENTRO DE CONVERSION CERTIGAS S.A.S,INACTIVO,CORDOBA,PLANETA RICA,23555,8.408200264,-75.5832443237
TALLER DE CONVERSION,CENTRO DE CONVERSION CERTIGAS S.A.S,CENTRO DE CONVERSION CERTIGAS S.A.S,INACTIVO,CORDOBA,PLANETA RICA,23555,8.408200264,-75.5832443237
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO EL LIDO,ORONEGRO INVERSIONES S.A.S.,INACTIVO,VALLE DEL CAUCA,CALI,76001,3.4136860371,-76.5213317871
ESTACION DE SERVICIO DE GNCV,OPECOM EDS CIUDAD DE CALI,OPECOM SAS,INACTIVO,VALLE DEL CAUCA,CALI,76001,3.4136860371,-76.5213317871
ESTACION DE SERVICIO DE GNCV,ESTACION DE SERVICIO COMGAS LOS NARANJOS,BARRAGAN OSPINA LUGEIRO,INACTIVO,TOLIMA,ESPINAL,73268,4.1513137817,-74.8854446411
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO FUEL & GAS GNV,COMPRESSED NATURAL GAS COLOMBIA S.A.,ACTIVO,BOYACA,TUNJA,15001,5.5398797989,-73.3555374146
DISTRIBUIDOR COMERCIALIZADOR DE GAS,GNV EXPRESS EDS EL TREBOL,GNV EXPRESS S.A.S.,INACTIVO,ATLANTICO,BARRANQUILLA,08001,10.9779605865,-74.8155441284
TALLER DE CONVERSION,CAR GAS LA 7 EU,CAR GAS LA 7 EU,INACTIVO,VALLE DEL CAUCA,CALI,76001,3.4136860371,-76.5213317871
ESTACION DE SERVICIO DE GNCV,ESTACIÓN DE SERVICIO DISTRACOM RUTA DEL SOL,DISTRACOM S.A.,ACTIVO,CESAR,BOSCONIA,20060,9.9750976562,-73.8887634277
